"lang"
{
"Language"	"spanish"
"5_6367_field { field_number: 2 }"	"Conseguir 5 víctimas como Sniper en una misma vida: %s1"
"[english]5_6367_field { field_number: 2 }"	"Get 5 kills as Sniper in a single life: %s1"
"5_6377_field { field_number: 2 }"	"Conseguir 3 víctimas con el Cabeza de Familia en 5 segundos: %s1"
"[english]5_6377_field { field_number: 2 }"	"Get 3 kills with The Big Earner in 5 seconds: %s1"
"5_6378_field { field_number: 2 }"	"Conseguir una víctima con el Cabeza de Familia: %s1"
"[english]5_6378_field { field_number: 2 }"	"Get a kill with The Big Earner: %s1"
"5_6379_field { field_number: 2 }"	"Conseguir 5 víctimas con el Cabeza de Familia en una misma vida: %s1"
"[english]5_6379_field { field_number: 2 }"	"Get 5 kills with The Big Earner in a single life: %s1"
"5_6407_field { field_number: 2 }"	"Conseguir puntos en 2Fort: %s1"
"[english]5_6407_field { field_number: 2 }"	"Score points on 2Fort: %s1"
"5_6419_field { field_number: 2 }"	"Conseguir puntos en Upward: %s1"
"[english]5_6419_field { field_number: 2 }"	"Score points on Upward: %s1"
"5_6423_field { field_number: 2 }"	"Conseguir puntos en Goldrush: %s1"
"[english]5_6423_field { field_number: 2 }"	"Score points on Goldrush: %s1"
"5_6427_field { field_number: 2 }"	"Conseguir puntos en Suijin: %s1"
"[english]5_6427_field { field_number: 2 }"	"Score points on Suijin: %s1"
"5_6428_field { field_number: 2 }"	"Capturar el punto de control en Suijin: %s1"
"[english]5_6428_field { field_number: 2 }"	"Capture the Control Point on Suijin: %s1"
"5_6429_field { field_number: 2 }"	"Defender el punto de control en Suijin: %s1"
"[english]5_6429_field { field_number: 2 }"	"Defend the Control Point on Suijin: %s1"
"5_6433_field { field_number: 2 }"	"Defender un punto de control: %s1"
"[english]5_6433_field { field_number: 2 }"	"Defend a Control Point: %s1"
"5_6435_field { field_number: 2 }"	"Conseguir puntos en Badwater: %s1"
"[english]5_6435_field { field_number: 2 }"	"Score points on Badwater: %s1"
"5_6439_field { field_number: 2 }"	"Conseguir puntos en Hightower: %s1"
"[english]5_6439_field { field_number: 2 }"	"Score points on Hightower: %s1"
"5_6443_field { field_number: 2 }"	"Conseguir puntos en Harvest: %s1"
"[english]5_6443_field { field_number: 2 }"	"Score points on Harvest: %s1"
"5_6444_field { field_number: 2 }"	"Capturar el punto de control en Harvest: %s1"
"[english]5_6444_field { field_number: 2 }"	"Capture a Control Point on Harvest: %s1"
"5_6445_field { field_number: 2 }"	"Defender el punto de control en Harvest: %s1"
"[english]5_6445_field { field_number: 2 }"	"Defend a Control Point on Harvest: %s1"
"5_6447_field { field_number: 2 }"	"Conseguir puntos en Dustbowl: %s1"
"[english]5_6447_field { field_number: 2 }"	"Score points on Dustbowl: %s1"
"5_6448_field { field_number: 2 }"	"Capturar un punto de control en Dustbowl: %s1"
"[english]5_6448_field { field_number: 2 }"	"Capture a Control Point on Dustbowl: %s1"
"5_6449_field { field_number: 2 }"	"Defender un punto de control en Dustbowl: %s1"
"[english]5_6449_field { field_number: 2 }"	"Defend a Control Point on Dustbowl: %s1"
"5_6451_field { field_number: 2 }"	"Conseguir puntos en Turbine: %s1"
"[english]5_6451_field { field_number: 2 }"	"Score points on Turbine: %s1"
"5_6464_field { field_number: 2 }"	"Conseguir una víctima con la Furia del Dragón: %s1"
"[english]5_6464_field { field_number: 2 }"	"Get a kill with the Dragon's Fury: %s1"
"5_6475_field { field_number: 2 }"	"Conseguir 5 víctimas con la Furia del Dragón en una misma vida: %s1"
"[english]5_6475_field { field_number: 2 }"	"Get 5 kills with the Dragon's Fury in a single life: %s1"
"5_6485_field { field_number: 2 }"	"Abofetear a un enemigo hasta la muerte: %s1"
"[english]5_6485_field { field_number: 2 }"	"Slap an enemy to death: %s1"
"5_6486_field { field_number: 2 }"	"Abofetear a dos enemigos hasta la muerte en una misma vida: %s1"
"[english]5_6486_field { field_number: 2 }"	"Slap two enemies to death in a single life: %s1"
"5_6487_field { field_number: 2 }"	"Abofetear a 3 enemigos hasta la muerte en una misma vida: %s1"
"[english]5_6487_field { field_number: 2 }"	"Slap three enemies to death in a single life: %s1"
"5_6532_field { field_number: 2 }"	"Conseguir puntos en Banana Bay: %s1"
"[english]5_6532_field { field_number: 2 }"	"Score points on Banana Bay: %s1"
"5_6542_field { field_number: 2 }"	"Conseguir puntos en Mossrock: %s1"
"[english]5_6542_field { field_number: 2 }"	"Score points on Mossrock: %s1"
"5_6546_field { field_number: 2 }"	"Conseguir puntos en Lazarus: %s1"
"[english]5_6546_field { field_number: 2 }"	"Score points on Lazarus: %s1"
"5_6547_field { field_number: 2 }"	"Capturar el punto de control en Lazarus: %s1"
"[english]5_6547_field { field_number: 2 }"	"Capture the Control Point on Lazarus: %s1"
"5_6548_field { field_number: 2 }"	"Defender el punto de control en Lazarus: %s1"
"[english]5_6548_field { field_number: 2 }"	"Defend the Control Point on Lazarus: %s1"
"5_6636_field { field_number: 2 }"	"Conseguir puntos en Brazil: %s1"
"[english]5_6636_field { field_number: 2 }"	"Score points on Brazil: %s1"
"5_6637_field { field_number: 2 }"	"Capturar el punto de control en Brazil: %s1"
"[english]5_6637_field { field_number: 2 }"	"Capture the Control Point on Brazil: %s1"
"5_6638_field { field_number: 2 }"	"Defender el punto de control en Brazil: %s1"
"[english]5_6638_field { field_number: 2 }"	"Defend the Control Point on Brazil: %s1"
"5_6672_field { field_number: 2 }"	"Matar con la Refrescopeta: %s1"
"[english]5_6672_field { field_number: 2 }"	"Kill with The Soda Popper: %s1"
"5_6698_field { field_number: 2 }"	"Conseguir puntos en defensa: %s1"
"[english]5_6698_field { field_number: 2 }"	"Score points on defense: %s1"
"5_700_field { field_number: 2 }"	"Conseguir puntos como Medic: %s1"
"[english]5_700_field { field_number: 2 }"	"Score points as Medic: %s1"
"5_800_field { field_number: 2 }"	"Conseguir puntos como Sniper: %s1"
"[english]5_800_field { field_number: 2 }"	"Score points as Sniper: %s1"
"5_806_field { field_number: 2 }"	"Conseguir una víctima como Sniper: %s1"
"[english]5_806_field { field_number: 2 }"	"Get a kill as Sniper: %s1"
"5_900_field { field_number: 2 }"	"Conseguir puntos como Spy: %s1"
"[english]5_900_field { field_number: 2 }"	"Score points as Spy: %s1"
"5_904_field { field_number: 2 }"	"Matar a un Engineer como Spy: %s1"
"[english]5_904_field { field_number: 2 }"	"Kill an Engineer as Spy: %s1"
"5_909_field { field_number: 2 }"	"Puñalada silenciosa: %s1"
"[english]5_909_field { field_number: 2 }"	"Silent backstab: %s1"
"9_10_field { field_number: 2 }"	"Rey de la Jungla"
"[english]9_10_field { field_number: 2 }"	"King of the Jungle"
"9_17_field { field_number: 2 }"	"Incendiagraneros"
"[english]9_17_field { field_number: 2 }"	"Barn Burner"
"9_390_field { field_number: 2 }"	"Matadragones"
"[english]9_390_field { field_number: 2 }"	"Dragon Slayer"
"9_41_field { field_number: 2 }"	"Héroe Local"
"[english]9_41_field { field_number: 2 }"	"Local Hero"
"9_42_field { field_number: 2 }"	"Alcalde"
"[english]9_42_field { field_number: 2 }"	"Mayor"
}
}
